Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,source_name,SRA Study,strain
SRR2727198,RNA-Seq,43,109131119,PRJNA299180,SAMN04194566,120657788,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354945,GSM1912001,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,109,115,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121594,GSM1912001,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727199,RNA-Seq,43,157372690,PRJNA299180,SAMN04194567,173782056,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354946,GSM1912002,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,157,165,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121593,GSM1912002,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727201,RNA-Seq,43,154648597,PRJNA299180,SAMN04194569,176134572,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354948,GSM1912004,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,154,167,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121592,GSM1912004,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727202,RNA-Seq,43,242655063,PRJNA299180,SAMN04194570,267697963,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354949,GSM1912005,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,242,255,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121590,GSM1912005,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727203,RNA-Seq,43,54954172,PRJNA299180,SAMN04194571,64975636,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354950,GSM1912006,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,54,61,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121589,GSM1912006,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727204,RNA-Seq,43,223577167,PRJNA299180,SAMN04194572,244726139,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354951,GSM1912007,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,223,233,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121588,GSM1912007,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727205,RNA-Seq,43,234606409,PRJNA299180,SAMN04194573,255559456,ES,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354952,GSM1912008,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,234,243,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121587,GSM1912008,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727206,RNA-Seq,43,270980969,PRJNA299180,SAMN04194574,293614436,ES,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354953,GSM1912009,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,270,280,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121585,GSM1912009,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727207,RNA-Seq,43,171951195,PRJNA299180,SAMN04194575,191871765,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354954,GSM1912010,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,171,182,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121586,GSM1912010,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727208,RNA-Seq,43,213635868,PRJNA299180,SAMN04194576,229624582,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354955,GSM1912011,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,213,218,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121584,GSM1912011,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727209,RNA-Seq,43,49475198,PRJNA299180,SAMN04194577,54141173,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354956,GSM1912012,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,49,51,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121583,GSM1912012,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727210,RNA-Seq,43,140201199,PRJNA299180,SAMN04194578,151881824,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354957,GSM1912013,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,140,144,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121582,GSM1912013,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727211,RNA-Seq,43,202183420,PRJNA299180,SAMN04194579,216997152,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354958,GSM1912014,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,202,206,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121579,GSM1912014,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727212,RNA-Seq,43,185518082,PRJNA299180,SAMN04194580,199700044,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1354959,GSM1912015,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,185,190,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121581,GSM1912015,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727213,RNA-Seq,43,131079351,PRJNA299180,SAMN04194581,144853097,ES,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354960,GSM1912016,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,131,138,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121580,GSM1912016,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727214,RNA-Seq,43,141341860,PRJNA299180,SAMN04194582,156194066,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354961,GSM1912017,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,141,148,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121578,GSM1912017,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727215,RNA-Seq,43,140998032,PRJNA299180,SAMN04194583,153776167,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354962,GSM1912018,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,140,146,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121577,GSM1912018,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727216,RNA-Seq,43,77065933,PRJNA299180,SAMN04194584,87623765,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354963,GSM1912019,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,77,83,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121576,GSM1912019,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727217,RNA-Seq,43,153075012,PRJNA299180,SAMN04194585,169338158,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354964,GSM1912020,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,153,161,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121575,GSM1912020,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727218,RNA-Seq,43,47947021,PRJNA299180,SAMN04194586,54932897,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354965,GSM1912021,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,47,52,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121574,GSM1912021,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727219,RNA-Seq,43,258161293,PRJNA299180,SAMN04194587,278069144,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354966,GSM1912022,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,258,265,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121573,GSM1912022,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727220,RNA-Seq,43,191911408,PRJNA299180,SAMN04194588,208124729,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354967,GSM1912023,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,191,198,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121572,GSM1912023,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727221,RNA-Seq,43,234897261,PRJNA299180,SAMN04194589,256524558,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354968,GSM1912024,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,234,244,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121570,GSM1912024,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727222,RNA-Seq,43,105213131,PRJNA299180,SAMN04194590,118495918,ES,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1354969,GSM1912025,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,105,113,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121569,GSM1912025,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727223,RNA-Seq,43,154265166,PRJNA299180,SAMN04194591,168062399,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354970,GSM1912026,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,154,160,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121571,GSM1912026,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727224,RNA-Seq,43,66732173,PRJNA299180,SAMN04194592,76330821,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354971,GSM1912027,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,66,72,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121568,GSM1912027,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727225,RNA-Seq,43,133518139,PRJNA299180,SAMN04194593,149810018,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354972,GSM1912028,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,133,142,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121567,GSM1912028,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727226,RNA-Seq,43,201000877,PRJNA299180,SAMN04194594,218433763,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354973,GSM1912029,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,201,208,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121566,GSM1912029,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727228,RNA-Seq,43,237831839,PRJNA299180,SAMN04194596,256403062,ES,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354975,GSM1912031,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,237,244,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121563,GSM1912031,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727229,RNA-Seq,43,184269233,PRJNA299180,SAMN04194597,199859566,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354976,GSM1912032,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,184,190,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121564,GSM1912032,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727230,RNA-Seq,43,70927812,PRJNA299180,SAMN04194598,78037151,ES,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354977,GSM1912033,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,70,74,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121562,GSM1912033,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727231,RNA-Seq,43,187248746,PRJNA299180,SAMN04194599,202925977,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354978,GSM1912034,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,187,193,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121561,GSM1912034,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727232,RNA-Seq,43,248080717,PRJNA299180,SAMN04194600,267465673,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354979,GSM1912035,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,248,255,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121560,GSM1912035,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727233,RNA-Seq,43,170001489,PRJNA299180,SAMN04194601,184764809,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354980,GSM1912036,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,170,176,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121559,GSM1912036,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727234,RNA-Seq,43,264798386,PRJNA299180,SAMN04194602,284371998,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354981,GSM1912037,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,264,271,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121558,GSM1912037,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727235,RNA-Seq,43,142509740,PRJNA299180,SAMN04194603,157743676,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354982,GSM1912038,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,142,150,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121557,GSM1912038,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727236,RNA-Seq,43,163106439,PRJNA299180,SAMN04194604,177764698,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1354983,GSM1912039,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,163,169,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121556,GSM1912039,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727237,RNA-Seq,43,326383889,PRJNA299180,SAMN04194605,348153315,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354984,GSM1912040,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,326,332,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121555,GSM1912040,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727239,RNA-Seq,43,208738082,PRJNA299180,SAMN04194607,225792262,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354986,GSM1912042,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,208,215,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121552,GSM1912042,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727241,RNA-Seq,43,252006316,PRJNA299180,SAMN04194609,271204099,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354988,GSM1912044,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,252,258,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121550,GSM1912044,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727242,RNA-Seq,43,241785173,PRJNA299180,SAMN04194610,260238951,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1354989,GSM1912045,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,241,248,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121551,GSM1912045,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727243,RNA-Seq,43,215885585,PRJNA299180,SAMN04194611,241632976,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354990,GSM1912046,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,215,230,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121549,GSM1912046,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727245,RNA-Seq,43,260553254,PRJNA299180,SAMN04194613,285801706,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354992,GSM1912048,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,260,272,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121547,GSM1912048,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727246,RNA-Seq,43,182199815,PRJNA299180,SAMN04194614,205363991,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1354993,GSM1912049,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,182,195,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121546,GSM1912049,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727247,RNA-Seq,43,211397288,PRJNA299180,SAMN04194615,232369296,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354994,GSM1912050,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,211,221,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121545,GSM1912050,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727248,RNA-Seq,43,185556180,PRJNA299180,SAMN04194616,205016073,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354995,GSM1912051,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,185,195,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121544,GSM1912051,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727249,RNA-Seq,43,230251541,PRJNA299180,SAMN04194617,253513521,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354996,GSM1912052,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,230,241,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121543,GSM1912052,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727250,RNA-Seq,43,168146082,PRJNA299180,SAMN04194618,187395934,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354997,GSM1912053,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,168,178,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121541,GSM1912053,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727251,RNA-Seq,43,199745965,PRJNA299180,SAMN04194499,220555198,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354998,GSM1912054,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,199,210,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121542,GSM1912054,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727252,RNA-Seq,43,216183876,PRJNA299180,SAMN04194500,238409466,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354999,GSM1912055,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,216,227,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121540,GSM1912055,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727253,RNA-Seq,43,173411002,PRJNA299180,SAMN04194501,192625980,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355000,GSM1912056,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,173,183,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121539,GSM1912056,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727254,RNA-Seq,43,142468675,PRJNA299180,SAMN04194502,158887979,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1355001,GSM1912057,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,142,151,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121538,GSM1912057,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727255,RNA-Seq,43,285287542,PRJNA299180,SAMN04194503,310433290,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355002,GSM1912058,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,285,296,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121537,GSM1912058,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727256,RNA-Seq,43,252805471,PRJNA299180,SAMN04194504,277225811,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355003,GSM1912059,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,252,264,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121536,GSM1912059,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727257,RNA-Seq,43,325961371,PRJNA299180,SAMN04194505,351772442,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355004,GSM1912060,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,325,335,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121193,GSM1912060,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727258,RNA-Seq,43,388437275,PRJNA299180,SAMN04194506,417258937,ES,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1355005,GSM1912061,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,388,397,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121192,GSM1912061,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727259,RNA-Seq,43,329039999,PRJNA299180,SAMN04194507,354800873,ES,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355006,GSM1912062,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,329,338,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121191,GSM1912062,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727260,RNA-Seq,43,230705105,PRJNA299180,SAMN04194508,252464700,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355007,GSM1912063,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,230,240,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121190,GSM1912063,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727261,RNA-Seq,43,89711416,PRJNA299180,SAMN04194509,100401094,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355008,GSM1912064,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,89,95,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121189,GSM1912064,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727262,RNA-Seq,43,248515705,PRJNA299180,SAMN04194510,270771410,ES,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355009,GSM1912065,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,248,258,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121188,GSM1912065,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727264,RNA-Seq,43,317654889,PRJNA299180,SAMN04194512,343193133,ES,GEO,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1355011,GSM1912067,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,317,327,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121186,GSM1912067,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727265,RNA-Seq,43,198320902,PRJNA299180,SAMN04194513,214748851,ES,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355012,GSM1912068,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,198,204,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121185,GSM1912068,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727266,RNA-Seq,43,176789125,PRJNA299180,SAMN04194514,192867013,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355013,GSM1912069,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,176,183,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121184,GSM1912069,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
